muni,state,muni_fines,state_fines
Santo Inácio,PR,SANTO INACIO,PR
São Carlos do Ivaí,PR,SAO CARLOS DO IVAI,PR
São Jerônimo da Serra,PR,SAO JERONIMO DA SERRA,PR
São João,PR,SAO JOAO,PR
São João do Caiuá,PR,SAO JOAO DO CAIUA,PR
São João do Ivaí,PR,SAO JOAO DO IVAI,PR
São João do Triunfo,PR,SAO JOAO DO TRIUNFO,PR
São Jorge d'Oeste,PR,SAO JORGE D'OESTE,PR
São Jorge do Ivaí,PR,SAO JORGE DO IVAI,PR
São Jorge do Patrocínio,PR,SAO JORGE DO PATROCINIO,PR
São José da Boa Vista,PR,SAO JOSE DA BOA VISTA,PR
São José das Palmeiras,PR,SAO JOSE DAS PALMEIRAS,PR
São José dos Pinhais,PR,SAO JOSE DOS PINHAIS,PR
São Manoel do Paraná,PR,SAO MANOEL DO PARANA,PR
São Mateus do Sul,PR,SAO MATEUS DO SUL,PR
São Miguel do Iguaçu,PR,SAO MIGUEL DO IGUACU,PR
São Pedro do Iguaçu,PR,SAO PEDRO DO IGUACU,PR
São Pedro do Ivaí,PR,SAO PEDRO DO IVAI,PR
São Pedro do Paraná,PR,SAO PEDRO DO PARANA,PR
São Sebastião da Amoreira,PR,SAO SEBASTIAO DA AMOREIRA,PR
São Tomé,PR,SAO TOME,PR
Sapopema,PR,,
Sarandi,PR,SARANDI,PR
Saudade do Iguaçu,PR,SAUDADE DO IGUACU,PR
Sengés,PR,SENGES,PR
Serranópolis do Iguaçu,PR,SERRANOPOLIS DO IGUACU,PR
Sertaneja,PR,SERTANEJA,PR
Sertanópolis,PR,SERTANOPOLIS,PR
Siqueira Campos,PR,SIQUEIRA CAMPOS,PR
Sulina,PR,SULINA,PR
Tamarana,PR,TAMARANA,PR
Tamboara,PR,TAMBOARA,PR
Tapejara,PR,TAPEJARA,PR
Tapira,PR,TAPIRA,PR
Teixeira Soares,PR,TEIXEIRA SOARES,PR
Telêmaco Borba,PR,TELEMACO BORBA,PR
Terra Boa,PR,TERRA BOA,PR
Terra Rica,PR,TERRA RICA,PR
Terra Roxa,PR,TERRA ROXA,PR
Tibagi,PR,TIBAGI,PR
Tijucas do Sul,PR,TIJUCAS DO SUL,PR
Toledo,PR,TOLEDO,PR
Tomazina,PR,TOMAZINA,PR
Três Barras do Paraná,PR,TRES BARRAS DO PARANA,PR
Tunas do Paraná,PR,TUNAS DO PARANA,PR
Tuneiras do Oeste,PR,TUNEIRAS DO OESTE,PR
Tupãssi,PR,TUPASSI,PR
Turvo,PR,TURVO,PR
Ubiratã,PR,UBIRATA,PR
Umuarama,PR,UMUARAMA,PR
União da Vitória,PR,UNIAO DA VITORIA,PR
Uniflor,PR,UNIFLOR,PR
Uraí,PR,URAI,PR
Ventania,PR,VENTANIA,PR
Vera Cruz do Oeste,PR,VERA CRUZ DO OESTE,PR
Verê,PR,VERE,PR
Virmond,PR,VIRMOND,PR
Vitorino,PR,VITORINO,PR
Wenceslau Braz,PR,WENCESLAU BRAZ,PR
Xambrê,PR,XAMBRE,PR
Angra dos Reis,RJ,ANGRA DOS REIS,RJ
Aperibé,RJ,APERIBE,RJ
Araruama,RJ,ARARUAMA,RJ
Areal,RJ,AREAL,RJ
Armação dos Búzios,RJ,ARMACAO DOS BUZIOS,RJ
Arraial do Cabo,RJ,ARRAIAL DO CABO,RJ
Barra do Piraí,RJ,BARRA DO PIRAI,RJ
Barra Mansa,RJ,BARRA MANSA,RJ
Belford Roxo,RJ,BELFORD ROXO,RJ
Bom Jardim,RJ,BOM JARDIM,RJ
Bom Jesus do Itabapoana,RJ,BOM JESUS DO ITABAPOANA,RJ
Cabo Frio,RJ,CABO FRIO,RJ
Cachoeiras de Macacu,RJ,CACHOEIRAS DE MACACU,RJ
Cambuci,RJ,CAMBUCI,RJ
Campos dos Goytacazes,RJ,CAMPOS DOS GOYTACAZES,RJ
Cantagalo,RJ,CANTAGALO,RJ
Carapebus,RJ,CARAPEBUS,RJ
Cardoso Moreira,RJ,CARDOSO MOREIRA,RJ
Carmo,RJ,CARMO,RJ
Casimiro de Abreu,RJ,CASIMIRO DE ABREU,RJ
Comendador Levy Gasparian,RJ,COMENDADOR LEVY GASPARIAN,RJ
Conceição de Macabu,RJ,CONCEICAO DE MACABU,RJ
Cordeiro,RJ,CORDEIRO,RJ
Duas Barras,RJ,DUAS BARRAS,RJ
Duque de Caxias,RJ,DUQUE DE CAXIAS,RJ
Engenheiro Paulo de Frontin,RJ,ENGENHEIRO PAULO DE FRONTIN,RJ
Guapimirim,RJ,GUAPIMIRIM,RJ
Iguaba Grande,RJ,IGUABA GRANDE,RJ
Itaboraí,RJ,ITABORAI,RJ
Itaguaí,RJ,ITAGUAI,RJ
Italva,RJ,ITALVA,RJ
Itaocara,RJ,ITAOCARA,RJ
Itaperuna,RJ,ITAPERUNA,RJ
Itatiaia,RJ,ITATIAIA,RJ
Japeri,RJ,JAPERI,RJ
Laje do Muriaé,RJ,LAJE DO MURIAE,RJ
Macaé,RJ,MACAE,RJ
Macuco,RJ,MACUCO,RJ
Magé,RJ,MAGE,RJ
Mangaratiba,RJ,MANGARATIBA,RJ
Maricá,RJ,MARICA,RJ
Mendes,RJ,MENDES,RJ
Mesquita,RJ,MESQUITA,RJ
Miguel Pereira,RJ,MIGUEL PEREIRA,RJ
Miracema,RJ,MIRACEMA,RJ
Natividade,RJ,NATIVIDADE,RJ
Nilópolis,RJ,NILOPOLIS,RJ
Niterói,RJ,NITEROI,RJ
Nova Friburgo,RJ,NOVA FRIBURGO,RJ
Nova Iguaçu,RJ,NOVA IGUACU,RJ
Paracambi,RJ,PARACAMBI,RJ
Paraíba do Sul,RJ,PARAIBA DO SUL,RJ
Paraty,RJ,PARATY,RJ
Paty do Alferes,RJ,PATY DO ALFERES,RJ
Petrópolis,RJ,PETROPOLIS,RJ
Pinheiral,RJ,PINHEIRAL,RJ
Piraí,RJ,PIRAI,RJ
Porciúncula,RJ,PORCIUNCULA,RJ
Porto Real,RJ,PORTO REAL,RJ
Quatis,RJ,QUATIS,RJ
Queimados,RJ,QUEIMADOS,RJ
Quissamã,RJ,QUISSAMA,RJ
Resende,RJ,RESENDE,RJ
Rio Bonito,RJ,RIO BONITO,RJ
Rio Claro,RJ,RIO CLARO,RJ
Rio das Flores,RJ,RIO DAS FLORES,RJ
Rio das Ostras,RJ,RIO DAS OSTRAS,RJ
Rio de Janeiro,RJ,RIO DE JANEIRO,RJ
Santa Maria Madalena,RJ,SANTA MARIA MADALENA,RJ
Santo Antônio de Pádua,RJ,SANTO ANTONIO DE PADUA,RJ
São Fidélis,RJ,SAO FIDELIS,RJ
São Francisco de Itabapoana,RJ,SAO FRANCISCO DE ITABAPOANA,RJ
São Gonçalo,RJ,SAO GONCALO,RJ
São João da Barra,RJ,SAO JOAO DA BARRA,RJ
São João de Meriti,RJ,SAO JOAO DE MERITI,RJ
São José de Ubá,RJ,SAO JOSE DE UBA,RJ
São José do Vale do Rio Preto,RJ,SAO JOSE DO VALE DO RIO PRETO,RJ
São Pedro da Aldeia,RJ,SAO PEDRO DA ALDEIA,RJ
São Sebastião do Alto,RJ,SAO SEBASTIAO DO ALTO,RJ
Sapucaia,RJ,SAPUCAIA,RJ
Saquarema,RJ,SAQUAREMA,RJ
Seropédica,RJ,SEROPEDICA,RJ
Silva Jardim,RJ,SILVA JARDIM,RJ
Sumidouro,RJ,SUMIDOURO,RJ
Tanguá,RJ,TANGUA,RJ
Teresópolis,RJ,TERESOPOLIS,RJ
Trajano de Moraes,RJ,TRAJANO DE MORAIS,RJ
Três Rios,RJ,TRES RIOS,RJ
Valença,RJ,VALENCA,RJ
Varre-Sai,RJ,VARRE-SAI,RJ
Vassouras,RJ,VASSOURAS,RJ
Volta Redonda,RJ,VOLTA REDONDA,RJ
Acari,RN,ACARI,RN
Açu,RN,ASSU,RN
Afonso Bezerra,RN,AFONSO BEZERRA,RN
Água Nova,RN,AGUA NOVA,RN
Alexandria,RN,ALEXANDRIA,RN
Almino Afonso,RN,ALMINO AFONSO,RN
Alto do Rodrigues,RN,ALTO DO RODRIGUES,RN
Angicos,RN,ANGICOS,RN
Antônio Martins,RN,ANTONIO MARTINS,RN
Apodi,RN,APODI,RN
Areia Branca,RN,AREIA BRANCA,RN
Arês,RN,ARES,RN
Baía Formosa,RN,BAIA FORMOSA,RN
Baraúna,RN,BARAUNA,RN
Barcelona,RN,BARCELONA,RN
Bento Fernandes,RN,BENTO FERNANDES,RN
Bodó,RN,BODO,RN
Bom Jesus,RN,BOM JESUS,RN
Brejinho,RN,BREJINHO,RN
Caiçara do Norte,RN,CAICARA DO NORTE,RN
Caiçara do Rio do Vento,RN,CAICARA DO RIO DO VENTO,RN
Caicó,RN,CAICO,RN
Campo Grande,RN,AUGUSTO SEVERO,RN
Campo Redondo,RN,CAMPO REDONDO,RN
Canguaretama,RN,CANGUARETAMA,RN
Caraúbas,RN,CARAUBAS,RN
Carnaúba dos Dantas,RN,CARNAUBA DOS DANTAS,RN
Carnaubais,RN,CARNAUBAIS,RN
Ceará-Mirim,RN,CEARA-MIRIM,RN
Cerro Corá,RN,CERRO CORA,RN
Coronel Ezequiel,RN,CORONEL EZEQUIEL,RN
Coronel João Pessoa,RN,CORONEL JOAO PESSOA,RN
Cruzeta,RN,CRUZETA,RN
Currais Novos,RN,CURRAIS NOVOS,RN
Doutor Severiano,RN,DOUTOR SEVERIANO,RN
Encanto,RN,ENCANTO,RN
Equador,RN,EQUADOR,RN
Espírito Santo,RN,ESPIRITO SANTO,RN
Extremoz,RN,EXTREMOZ,RN
Felipe Guerra,RN,FELIPE GUERRA,RN
Fernando Pedroza,RN,FERNANDO PEDROZA,RN
Florânia,RN,FLORANIA,RN
Francisco Dantas,RN,FRANCISCO DANTAS,RN
Frutuoso Gomes,RN,FRUTUOSO GOMES,RN
Galinhos,RN,GALINHOS,RN
Goianinha,RN,GOIANINHA,RN
Governador Dix-Sept Rosado,RN,GOVERNADOR DIX-SEPT ROSADO,RN
Grossos,RN,GROSSOS,RN
Guamaré,RN,GUAMARE,RN
Ielmo Marinho,RN,IELMO MARINHO,RN
Ipanguaçu,RN,IPANGUACU,RN
Ipueira,RN,IPUEIRA,RN
Itajá,RN,ITAJA,RN
Itaú,RN,ITAU,RN
Jaçanã,RN,JACANA,RN
Jandaíra,RN,JANDAIRA,RN
Janduís,RN,JANDUIS,RN
Januário Cicco,RN,JANUARIO CICCO,RN
Japi,RN,JAPI,RN
Jardim de Angicos,RN,JARDIM DE ANGICOS,RN
Jardim de Piranhas,RN,JARDIM DE PIRANHAS,RN
Jardim do Seridó,RN,JARDIM DO SERIDO,RN
João Câmara,RN,JOAO CAMARA,RN
João Dias,RN,JOAO DIAS,RN
José da Penha,RN,JOSE DA PENHA,RN
Jucurutu,RN,JUCURUTU,RN
Jundiá,RN,,
Lagoa d'Anta,RN,LAGOA D'ANTA,RN
Lagoa de Pedras,RN,LAGOA DE PEDRAS,RN
Lagoa de Velhos,RN,LAGOA DE VELHOS,RN
Lagoa Nova,RN,LAGOA NOVA,RN
Lagoa Salgada,RN,LAGOA SALGADA,RN
Lajes,RN,LAJES,RN
Lajes Pintadas,RN,LAJES PINTADAS,RN
Lucrécia,RN,LUCRECIA,RN
Luís Gomes,RN,LUIS GOMES,RN
Macaíba,RN,MACAIBA,RN
Macau,RN,MACAU,RN
Major Sales,RN,MAJOR SALES,RN
Marcelino Vieira,RN,MARCELINO VIEIRA,RN
Martins,RN,MARTINS,RN
Maxaranguape,RN,MAXARANGUAPE,RN
Messias Targino,RN,MESSIAS TARGINO,RN
Montanhas,RN,MONTANHAS,RN
Monte Alegre,RN,MONTE ALEGRE,RN
Monte das Gameleiras,RN,MONTE DAS GAMELEIRAS,RN
Mossoró,RN,MOSSORO,RN
Natal,RN,NATAL,RN
Nísia Floresta,RN,NISIA FLORESTA,RN
Nova Cruz,RN,NOVA CRUZ,RN
Olho d'Água do Borges,RN,OLHO-D'AGUA DO BORGES,RN
Ouro Branco,RN,OURO BRANCO,RN
Paraná,RN,PARANA,RN
Paraú,RN,PARAU,RN
Parazinho,RN,PARAZINHO,RN
Parelhas,RN,PARELHAS,RN
Parnamirim,RN,PARNAMIRIM,RN
Passa e Fica,RN,PASSA E FICA,RN
Passagem,RN,PASSAGEM,RN
Patu,RN,PATU,RN
Pau dos Ferros,RN,PAU DOS FERROS,RN
Pedra Grande,RN,PEDRA GRANDE,RN
Pedra Preta,RN,PEDRA PRETA,RN
Pedro Avelino,RN,PEDRO AVELINO,RN
Pedro Velho,RN,PEDRO VELHO,RN
Pendências,RN,PENDENCIAS,RN
Pilões,RN,PILOES,RN
Poço Branco,RN,POCO BRANCO,RN
Portalegre,RN,PORTALEGRE,RN
Porto do Mangue,RN,PORTO DO MANGUE,RN
Pureza,RN,PUREZA,RN
Rafael Fernandes,RN,RAFAEL FERNANDES,RN
Rafael Godeiro,RN,RAFAEL GODEIRO,RN
Riacho da Cruz,RN,RIACHO DA CRUZ,RN
Riacho de Santana,RN,RIACHO DE SANTANA,RN
Riachuelo,RN,RIACHUELO,RN
Rio do Fogo,RN,RIO DO FOGO,RN
Rodolfo Fernandes,RN,RODOLFO FERNANDES,RN
Ruy Barbosa,RN,RUY BARBOSA,RN
Santa Cruz,RN,SANTA CRUZ,RN
Santa Maria,RN,SANTA MARIA,RN
Santana do Matos,RN,SANTANA DO MATOS,RN
Santana do Seridó,RN,SANTANA DO SERIDO,RN
Santo Antônio,RN,SANTO ANTONIO,RN
São Bento do Norte,RN,SAO BENTO DO NORTE,RN
São Bento do Trairí,RN,SAO BENTO DO TRAIRI,RN
São Fernando,RN,SAO FERNANDO,RN
São Francisco do Oeste,RN,SAO FRANCISCO DO OESTE,RN
São Gonçalo do Amarante,RN,SAO GONCALO DO AMARANTE,RN
São João do Sabugi,RN,SAO JOAO DO SABUGI,RN
São José de Mipibu,RN,SAO JOSE DE MIPIBU,RN
São José do Campestre,RN,SAO JOSE DO CAMPESTRE,RN
São José do Seridó,RN,SAO JOSE DO SERIDO,RN
São Miguel,RN,SAO MIGUEL,RN
São Miguel do Gostoso,RN,SAO MIGUEL DO GOSTOSO,RN
São Paulo do Potengi,RN,SAO PAULO DO POTENGI,RN
São Pedro,RN,SAO PEDRO,RN
São Rafael,RN,SAO RAFAEL,RN
São Tomé,RN,SAO TOME,RN
São Vicente,RN,SAO VICENTE,RN
Senador Elói de Souza,RN,SENADOR ELOI DE SOUZA,RN
Senador Georgino Avelino,RN,SENADOR GEORGINO AVELINO,RN
Serra Caiada,RN,PRESIDENTE JUSCELINO,RN
Serra de São Bento,RN,SERRA DE SAO BENTO,RN
Serra do Mel,RN,SERRA DO MEL,RN
Serra Negra do Norte,RN,SERRA NEGRA DO NORTE,RN
Serrinha,RN,SERRINHA,RN
Serrinha dos Pintos,RN,SERRINHA DOS PINTOS,RN
Severiano Melo,RN,SEVERIANO MELO,RN
Sítio Novo,RN,SITIO NOVO,RN
Taboleiro Grande,RN,TABOLEIRO GRANDE,RN
Taipu,RN,TAIPU,RN
Tangará,RN,TANGARA,RN
Tenente Ananias,RN,TENENTE ANANIAS,RN
Tenente Laurentino Cruz,RN,TENENTE LAURENTINO CRUZ,RN
Tibau,RN,TIBAU,RN
Tibau do Sul,RN,TIBAU DO SUL,RN
Timbaúba dos Batistas,RN,TIMBAUBA DOS BATISTAS,RN
Touros,RN,TOUROS,RN
Triunfo Potiguar,RN,TRIUNFO POTIGUAR,RN
Umarizal,RN,UMARIZAL,RN
Upanema,RN,UPANEMA,RN
Várzea,RN,VARZEA,RN
Venha-Ver,RN,VENHA-VER,RN
Vera Cruz,RN,VERA CRUZ,RN
Viçosa,RN,VICOSA,RN
Vila Flor,RN,VILA FLOR,RN
Alta Floresta D'Oeste,RO,ALTA FLORESTA D'OESTE,RO
Alto Alegre dos Parecis,RO,ALTO ALEGRE DOS PARECIS,RO
Alto Paraíso,RO,ALTO PARAISO,RO
Alvorada D'Oeste,RO,ALVORADA D'OESTE,RO
Ariquemes,RO,ARIQUEMES,RO
Buritis,RO,BURITIS,RO
Cabixi,RO,CABIXI,RO
Cacaulândia,RO,CACAULANDIA,RO
Cacoal,RO,CACOAL,RO
Campo Novo de Rondônia,RO,CAMPO NOVO DE RONDONIA,RO
Candeias do Jamari,RO,CANDEIAS DO JAMARI,RO
Castanheiras,RO,CASTANHEIRAS,RO
Cerejeiras,RO,CEREJEIRAS,RO
Chupinguaia,RO,CHUPINGUAIA,RO
Colorado do Oeste,RO,COLORADO DO OESTE,RO
Corumbiara,RO,CORUMBIARA,RO
Costa Marques,RO,COSTA MARQUES,RO
Cujubim,RO,CUJUBIM,RO
Espigão D'Oeste,RO,ESPIGAO D'OESTE,RO
Governador Jorge Teixeira,RO,GOVERNADOR JORGE TEIXEIRA,RO
Guajará-Mirim,RO,GUAJARA-MIRIM,RO
Itapuã do Oeste,RO,ITAPUA DO OESTE,RO
Jaru,RO,JARU,RO
Ji-Paraná,RO,JI-PARANA,RO
Machadinho D'Oeste,RO,MACHADINHO D'OESTE,RO
Ministro Andreazza,RO,MINISTRO ANDREAZZA,RO
Mirante da Serra,RO,MIRANTE DA SERRA,RO
Monte Negro,RO,MONTE NEGRO,RO
Nova Brasilândia D'Oeste,RO,NOVA BRASILANDIA D'OESTE,RO
Nova Mamoré,RO,NOVA MAMORE,RO
Nova União,RO,NOVA UNIAO,RO
Novo Horizonte do Oeste,RO,NOVO HORIZONTE DO OESTE,RO
Ouro Preto do Oeste,RO,OURO PRETO DO OESTE,RO
Parecis,RO,PARECIS,RO
Pimenta Bueno,RO,PIMENTA BUENO,RO
Pimenteiras do Oeste,RO,PIMENTEIRAS DO OESTE,RO
Porto Velho,RO,PORTO VELHO,RO
Presidente Médici,RO,PRESIDENTE MEDICI,RO
Primavera de Rondônia,RO,PRIMAVERA DE RONDONIA,RO
Rio Crespo,RO,RIO CRESPO,RO
Rolim de Moura,RO,ROLIM DE MOURA,RO
Santa Luzia D'Oeste,RO,SANTA LUZIA D'OESTE,RO
São Felipe D'Oeste,RO,SAO FELIPE D'OESTE,RO
São Francisco do Guaporé,RO,SAO FRANCISCO DO GUAPORE,RO
São Miguel do Guaporé,RO,SAO MIGUEL DO GUAPORE,RO
Seringueiras,RO,SERINGUEIRAS,RO
Teixeirópolis,RO,TEIXEIROPOLIS,RO
Theobroma,RO,THEOBROMA,RO
Urupá,RO,URUPA,RO
Vale do Anari,RO,VALE DO ANARI,RO
Vale do Paraíso,RO,VALE DO PARAISO,RO
Vilhena,RO,VILHENA,RO
Alto Alegre,RR,ALTO ALEGRE,RR
Amajari,RR,AMAJARI,RR
Boa Vista,RR,BOA VISTA,RR
Bonfim,RR,BONFIM,RR
Cantá,RR,CANTA,RR
Caracaraí,RR,CARACARAI,RR
Caroebe,RR,CAROEBE,RR
Iracema,RR,IRACEMA,RR
Mucajaí,RR,MUCAJAI,RR
Normandia,RR,NORMANDIA,RR
Pacaraima,RR,PACARAIMA,RR
Rorainópolis,RR,RORAINOPOLIS,RR
São João da Baliza,RR,SAO JOAO DA BALIZA,RR
São Luiz,RR,SAO LUIZ,RR
Uiramutã,RR,UIRAMUTA,RR
Aceguá,RS,ACEGUA,RS
Água Santa,RS,AGUA SANTA,RS
Agudo,RS,AGUDO,RS
Ajuricaba,RS,AJURICABA,RS
Alecrim,RS,ALECRIM,RS
Alegrete,RS,ALEGRETE,RS
Alegria,RS,ALEGRIA,RS
Almirante Tamandaré do Sul,RS,ALMIRANTE TAMANDARE DO SUL,RS
Alpestre,RS,ALPESTRE,RS
Alto Alegre,RS,ALTO ALEGRE,RS
Alto Feliz,RS,ALTO FELIZ,RS
Alvorada,RS,ALVORADA,RS
Amaral Ferrador,RS,AMARAL FERRADOR,RS
Ametista do Sul,RS,AMETISTA DO SUL,RS
André da Rocha,RS,ANDRE DA ROCHA,RS
Anta Gorda,RS,ANTA GORDA,RS
Antônio Prado,RS,ANTONIO PRADO,RS
Arambaré,RS,ARAMBARE,RS
Araricá,RS,,
Aratiba,RS,ARATIBA,RS
Arroio do Meio,RS,ARROIO DO MEIO,RS
Arroio do Padre,RS,ARROIO DO SAL,RS
Arroio do Sal,RS,ARROIO DO TIGRE,RS
Arroio do Tigre,RS,ARROIO DOS RATOS,RS
Arroio dos Ratos,RS,,
Arroio Grande,RS,ARROIO GRANDE,RS
Arvorezinha,RS,ARVOREZINHA,RS
Augusto Pestana,RS,AUGUSTO PESTANA,RS
Áurea,RS,AUREA,RS
Bagé,RS,BAGE,RS
Balneário Pinhal,RS,BALNEARIO PINHAL,RS
Barão,RS,BARAO,RS
Barão de Cotegipe,RS,BARAO DE COTEGIPE,RS
Barão do Triunfo,RS,BARAO DO TRIUNFO,RS
Barra do Guarita,RS,BARRA DO GUARITA,RS
Barra do Quaraí,RS,BARRA DO QUARAI,RS
Barra do Ribeiro,RS,BARRA DO RIBEIRO,RS
Barra do Rio Azul,RS,BARRA DO RIO AZUL,RS
Barra Funda,RS,BARRA FUNDA,RS
Barracão,RS,BARRACAO,RS
Barros Cassal,RS,BARROS CASSAL,RS
Benjamin Constant do Sul,RS,BENJAMIN CONSTANT DO SUL,RS
Bento Gonçalves,RS,BENTO GONCALVES,RS
Boa Vista das Missões,RS,BOA VISTA DAS MISSOES,RS
Boa Vista do Buricá,RS,BOA VISTA DO BURICA,RS
Boa Vista do Cadeado,RS,BOA VISTA DO CADEADO,RS
Boa Vista do Incra,RS,BOA VISTA DO INCRA,RS
Boa Vista do Sul,RS,BOA VISTA DO SUL,RS
Bom Jesus,RS,BOM JESUS,RS
Bom Princípio,RS,BOM PRINCIPIO,RS
Bom Progresso,RS,BOM PROGRESSO,RS
Bom Retiro do Sul,RS,BOM RETIRO DO SUL,RS
Boqueirão do Leão,RS,BOQUEIRAO DO LEAO,RS
Bossoroca,RS,BOSSOROCA,RS
Bozano,RS,BOZANO,RS
Braga,RS,BRAGA,RS
Brochier,RS,BROCHIER,RS
Butiá,RS,BUTIA,RS
Caçapava do Sul,RS,CACAPAVA DO SUL,RS
Cacequi,RS,CACEQUI,RS
Cachoeira do Sul,RS,CACHOEIRA DO SUL,RS
Cachoeirinha,RS,CACHOEIRINHA,RS
Cacique Doble,RS,CACIQUE DOBLE,RS
Caibaté,RS,CAIBATE,RS
Caiçara,RS,CAICARA,RS
Camaquã,RS,CAMAQUA,RS
Camargo,RS,CAMARGO,RS
Cambará do Sul,RS,CAMBARA DO SUL,RS
Campestre da Serra,RS,CAMPESTRE DA SERRA,RS
Campina das Missões,RS,CAMPINA DAS MISSOES,RS
Campinas do Sul,RS,CAMPINAS DO SUL,RS
Campo Bom,RS,CAMPO BOM,RS
Campo Novo,RS,CAMPO NOVO,RS
Campos Borges,RS,CAMPOS BORGES,RS
Candelária,RS,CANDELARIA,RS
Cândido Godói,RS,CANDIDO GODOI,RS
Candiota,RS,CANDIOTA,RS
Canela,RS,CANELA,RS
Canguçu,RS,CANGUCU,RS
Canoas,RS,CANOAS,RS
Canudos do Vale,RS,CANUDOS DO VALE,RS
Capão Bonito do Sul,RS,CAPAO BONITO DO SUL,RS
Capão da Canoa,RS,CAPAO DA CANOA,RS
Capão do Cipó,RS,CAPAO DO CIPO,RS
Capão do Leão,RS,CAPAO DO LEAO,RS
Capela de Santana,RS,CAPELA DE SANTANA,RS
Capitão,RS,CAPITAO ,RS
Capivari do Sul,RS,CAPIVARI DO SUL,RS
Caraá,RS,CARAA,RS
Carazinho,RS,CARAZINHO,RS
Carlos Barbosa,RS,CARLOS BARBOSA,RS
Carlos Gomes,RS,CARLOS GOMES,RS
Casca,RS,CASCA,RS
Caseiros,RS,CASEIROS,RS
Catuípe,RS,CATUIPE,RS
Caxias do Sul,RS,CAXIAS DO SUL,RS
Centenário,RS,CENTENARIO,RS
Cerrito,RS,CERRITO,RS
Cerro Branco,RS,CERRO BRANCO,RS
Cerro Grande,RS,CERRO GRANDE,RS
Cerro Grande do Sul,RS,CERRO GRANDE DO SUL,RS
Cerro Largo,RS,CERRO LARGO,RS
Chapada,RS,CHAPADA,RS
Charqueadas,RS,CHARQUEADAS,RS
Charrua,RS,CHARRUA,RS
Chiapetta,RS,CHIAPETTA,RS
Chuí,RS,CHUI,RS
Chuvisca,RS,CHUVISCA,RS
Cidreira,RS,CIDREIRA,RS
Ciríaco,RS,CIRIACO,RS
Colinas,RS,COLINAS,RS
Colorado,RS,COLORADO,RS
Condor,RS,CONDOR,RS
Constantina,RS,CONSTANTINA,RS
Coqueiro Baixo,RS,,
Coqueiros do Sul,RS,COQUEIROS DO SUL,RS
Coronel Barros,RS,CORONEL BARROS,RS
Coronel Bicaco,RS,CORONEL BICACO,RS
Coronel Pilar,RS,CORONEL PILAR,RS
Cotiporã,RS,COTIPORA,RS
Coxilha,RS,COXILHA,RS
Crissiumal,RS,CRISSIUMAL,RS
Cristal,RS,CRISTAL,RS
Cristal do Sul,RS,,
Cruz Alta,RS,CRUZ ALTA,RS
Cruzaltense,RS,,
Cruzeiro do Sul,RS,CRUZEIRO DO SUL,RS
David Canabarro,RS,DAVID CANABARRO,RS
Derrubadas,RS,DERRUBADAS,RS
Dezesseis de Novembro,RS,,
Dilermando de Aguiar,RS,DILERMANDO DE AGUIAR,RS
Dois Irmãos,RS,DOIS IRMAOS,RS
Dois Irmãos das Missões,RS,,
Dois Lajeados,RS,DOIS LAJEADOS,RS
Dom Feliciano,RS,DOM FELICIANO,RS
Dom Pedrito,RS,DOM PEDRITO,RS
Dom Pedro de Alcântara,RS,DOM PEDRO DE ALCANTARA,RS
Dona Francisca,RS,DONA FRANCISCA,RS
Doutor Maurício Cardoso,RS,DOUTOR MAURICIO CARDOSO,RS
Doutor Ricardo,RS,DOUTOR RICARDO,RS
Eldorado do Sul,RS,ELDORADO DO SUL,RS
Encantado,RS,ENCANTADO,RS
Encruzilhada do Sul,RS,ENCRUZILHADA DO SUL,RS
Engenho Velho,RS,ENGENHO VELHO,RS
Entre Rios do Sul,RS,ENTRE RIOS DO SUL,RS
Entre-Ijuís,RS,ENTRE-IJUIS,RS
Erebango,RS,EREBANGO,RS
Erechim,RS,ERECHIM,RS
Ernestina,RS,ERNESTINA,RS
Erval Grande,RS,ERVAL GRANDE,RS
Erval Seco,RS,ERVAL SECO,RS
Esmeralda,RS,ESMERALDA,RS
Esperança do Sul,RS,ESPERANCA DO SUL,RS
Espumoso,RS,ESPUMOSO,RS
Estação,RS,ESTACAO,RS
Estância Velha,RS,ESTANCIA VELHA,RS
Esteio,RS,ESTEIO,RS
Estrela,RS,ESTRELA,RS
Estrela Velha,RS,ESTRELA VELHA,RS
Eugênio de Castro,RS,EUGENIO DE CASTRO,RS
Fagundes Varela,RS,FAGUNDES VARELA,RS
Farroupilha,RS,FARROUPILHA,RS
Faxinal do Soturno,RS,FAXINAL DO SOTURNO,RS
Faxinalzinho,RS,FAXINALZINHO,RS
Fazenda Vilanova,RS,FAZENDA VILANOVA,RS
Feliz,RS,FELIZ,RS
Flores da Cunha,RS,FLORES DA CUNHA,RS
Floriano Peixoto,RS,FLORIANO PEIXOTO,RS
Fontoura Xavier,RS,FONTOURA XAVIER,RS
Formigueiro,RS,FORMIGUEIRO,RS
Forquetinha,RS,,
Fortaleza dos Valos,RS,FORTALEZA DOS VALOS,RS
Frederico Westphalen,RS,FREDERICO WESTPHALEN,RS
Garibaldi,RS,GARIBALDI,RS
Garruchos,RS,GARRUCHOS,RS
Gaurama,RS,GAURAMA,RS
General Câmara,RS,GENERAL CAMARA,RS
Gentil,RS,GENTIL,RS
Getúlio Vargas,RS,GETULIO VARGAS,RS
Giruá,RS,GIRUA,RS
Glorinha,RS,GLORINHA,RS
Gramado,RS,GRAMADO,RS
